ID,ideology,leadership,name,party,description,introduced_bills_116,cosponsored_bills_116,unique_cosponsors_116,total_cosponsors_116
400640,0.7005886736637873,0.7671905480896404,Fortenberry,Republican,moderate Republican leader,9,64,46,48
400643,0.5665633841080866,0.6431637112408722,Foxx,Republican,rank-and-file Republican,8,24,114,139
412463,0.8945429139918507,0.5446374687228731,Gibbs,Republican,conservative Republican,13,102,69,96
412397,1.0,0.7645606649698613,Gosar,Republican,conservative Republican leader,12,142,61,107
400157,0.5976490205378892,0.11818173064025408,Granger,Republican,moderate Republican follower,0,28,0,0
400158,0.721314056442835,0.8038938804398416,Graves [MO6],Republican,moderate Republican leader,3,40,12,13
412388,0.7220452801066428,0.05328798869373936,Graves [GA14],Republican,moderate Republican follower,0,27,0,0
412661,0.9550563431630186,0.43718576875733217,Grothman,Republican,conservative Republican,9,128,30,43
412278,0.7596705360167522,0.9186176219714733,Guthrie,Republican,moderate Republican leader,2,65,6,6
412434,0.8344087258787066,0.4934346051686882,Harris,Republican,conservative Republican,1,61,83,83
412486,0.6078691496788786,0.4796694481711378,Herrera Beutler,Republican,rank-and-file Republican,3,64,2,2
412609,0.7285091326868962,0.44727242817839075,Hill [AR2],Republican,rank-and-file Republican,4,63,65,70
412550,0.8613234627778126,0.7793703306016089,Hudson,Republican,conservative Republican leader,3,96,153,153
412654,0.629023152654016,0.46666638415278183,Hurd,Republican,rank-and-file Republican,3,95,8,9
412226,0.7092835931289524,0.301287097687099,Jordan,Republican,rank-and-file Republican,0,54,0,0
412421,0.6616335612271741,0.7647624941752644,Kinzinger,Republican,moderate Republican leader,8,69,36,39
412674,0.6864519277264426,0.502358290699256,LaHood,Republican,rank-and-file Republican,9,67,23,30
412510,0.9334668730480146,0.5512948353627116,LaMalfa,Republican,conservative Republican,7,90,30,33
412191,0.8355044990454094,0.5979245925630368,Lamborn,Republican,conservative Republican,4,94,6,8
412256,0.8255805515948098,0.7496461905811347,Latta,Republican,conservative Republican leader,15,77,95,153
412445,0.801484541766264,0.5926499654593742,Long,Republican,rank-and-file Republican,1,62,0,0
412624,0.8254658608081547,0.48135863976460963,Loudermilk,Republican,conservative Republican,5,65,49,56
400247,0.680643602764392,0.15422337026815328,Lucas,Republican,moderate Republican follower,0,29,0,0
412292,0.8442006175587385,0.6898751088976887,Luetkemeyer,Republican,conservative Republican,9,87,56,63
412293,0.30061312460943534,0.6252637762624091,Luján,Democrat,rank-and-file Democrat,9,146,115,190
400656,0.7751288694715075,0.4513213634265798,Marchant,Republican,rank-and-file Republican,3,63,3,3
412503,0.6402405181531241,0.6904452383377919,Massie,Republican,rank-and-file Republican,3,43,72,82
400644,0.5986545330758207,0.6330648371855645,McHenry,Republican,rank-and-file Republican,1,20,0,0
412568,0.7502511049221455,0.5449982832084073,Mullin,Republican,rank-and-file Republican,4,73,24,27
400297,0.5848059363312139,0.5731849947891013,Nunes,Republican,rank-and-file Republican,1,21,0,0
412302,0.9562161583447895,0.7537172386178038,Olson,Republican,conservative Republican leader,5,78,63,69
412443,0.8660106158822107,0.5167334048026536,Palazzo,Republican,conservative Republican,1,50,7,7
400308,0.20985203167707625,0.6982473367274887,Pallone,Democrat,rank-and-file Democrat,11,176,186,321
412659,0.2374033470351768,0.40347659635499594,Plaskett,Democrat,rank-and-file Democrat,16,64,43,57
412664,0.5356635245820845,0.05614758039688828,Amata,Republican,centrist Republican follower ,3,69,0,0
412572,0.6878626330095856,0.5095616348486081,Rice [SC7],Republican,rank-and-file Republican,6,36,23,24
412394,0.6406605563252046,0.4164920033609332,Roby,Republican,rank-and-file Republican,0,29,0,0
400340,0.5802532838445005,0.19539968701859348,Rogers [KY5],Republican,rank-and-file Republican,1,23,0,0
400341,0.729934702301762,0.31940315092170324,Rogers [AL3],Republican,rank-and-file Republican,5,30,33,33
412641,0.9418736445604751,0.350359416862516,Rouzer,Republican,conservative Republican,4,58,1,1
412399,0.7586638924464641,0.40059398713282895,Schweikert,Republican,rank-and-file Republican,3,66,9,9
412417,0.8679886570899921,0.4762964836142926,Scott [GA8],Republican,conservative Republican,5,56,45,54
400373,0.6614695870723085,0.5260406278445019,Shimkus,Republican,rank-and-file Republican,1,46,2,2
400376,0.6108568652626263,0.4754815600642431,Simpson,Republican,rank-and-file Republican,6,38,2,4
412217,0.6594193974246091,0.6051213740054179,Smith [NE3],Republican,rank-and-file Republican,6,54,14,18
400380,0.5969633960559143,0.9985876291273129,Smith [NJ4],Republican,moderate Republican leader,23,84,303,558
412596,0.7853649759201782,0.7406693894040528,Smith [MO8],Republican,moderate Republican leader,6,56,125,205
412648,0.7301633994914944,0.8083797524408736,Stefanik,Republican,moderate Republican leader,5,195,98,142
412581,0.7737640211709644,0.7091357368130482,Stewart,Republican,moderate Republican leader,2,60,0,0
412461,0.8167721665270526,0.5834952947576836,Stivers,Republican,rank-and-file Republican,3,124,27,28
412405,0.8375700352070802,0.6262891702014506,Tipton,Republican,conservative Republican,16,93,72,95
400411,0.691989789928147,0.5667743442409108,Turner,Republican,rank-and-file Republican,7,113,20,21
412579,0.2711117440374336,0.5142567323623188,Veasey,Democrat,rank-and-file Democrat,4,106,40,42
412580,0.3695163163111884,0.13307599024772332,Vela,Democrat,centrist Democratic follower,4,127,12,16
412213,0.8094147203154444,0.7295199741746036,Walberg,Republican,moderate Republican leader,9,62,62,70
400419,0.6099921967677858,0.6484253718824133,Walden,Republican,rank-and-file Republican,9,49,79,92
412670,0.7488309337166252,0.5965580029468379,Walker,Republican,rank-and-file Republican,5,57,52,56
412538,0.8069854823269745,0.6263904875744434,Walorski,Republican,rank-and-file Republican,5,108,24,24
412574,0.9307276431059657,0.3984109673753092,Weber,Republican,conservative Republican,0,134,0,0
412564,0.7304317640120008,0.6034071263519888,Wenstrup,Republican,rank-and-file Republican,4,56,38,40
412610,0.8593446240808565,0.43055153834670745,Westerman,Republican,conservative Republican,7,70,52,62
412578,0.8149507447832759,0.6341529646074475,Williams,Republican,rank-and-file Republican,6,47,36,44
400433,0.8208101994430371,0.8739978017158189,Wilson [SC2],Republican,moderate Republican leader,8,87,323,393
412255,0.7957268580031978,0.42392664134681,Wittman,Republican,rank-and-file Republican,10,94,14,16
412402,0.6898094138510537,0.46739502194167565,Womack,Republican,rank-and-file Republican,2,34,5,5
400440,0.6935153492321383,0.6782695369381129,Young,Republican,rank-and-file Republican,26,138,85,104
400639,0.2545678121780088,0.13248926244587123,Cleaver,Democrat,moderate Democratic follower,6,110,12,12
400402,0.2774372567510274,0.6349909185223311,Thompson [MS2],Democrat,rank-and-file Democrat,9,169,173,288
400075,0.24593017224854627,0.5698665592134263,Clyburn,Democrat,rank-and-file Democrat,7,55,122,240
400122,0.23220296897682288,0.9645377467748787,Engel,Democrat,moderate Democratic leader,27,176,271,652
412553,0.6613390077506304,0.5897029924998397,Holding,Republican,rank-and-file Republican,4,47,37,42
400220,0.9019701746675541,0.7931777960447652,King [IA4],Republican,conservative Republican leader,26,96,101,219
412468,0.662151296652218,0.5619451248033424,Marino,Republican,rank-and-file Republican,3,9,1,1
412569,0.771954872391694,0.47832487108192384,Perry,Republican,rank-and-file Republican,5,69,42,74
412393,0.5882780111289203,0.8555227910040588,Reed,Republican,moderate Republican leader,8,64,68,80
400314,0.2910925166166214,0.009632694044614028,Pelosi,Democrat,moderate Democratic follower,1,13,0,0
400422,0.17297720813681675,0.7538871386852823,Waters,Democrat,progressive Democratic leader,12,98,93,184
400630,0.4042246333973469,0.5782313844689088,Lipinski,Democrat,centrist Democrat,8,156,52,57
400004,0.7005532885325781,0.29118752211869176,Aderholt,Republican,rank-and-file Republican,1,28,1,1
412437,0.7539297672326678,0.39171099635618867,Huizenga,Republican,rank-and-file Republican,1,49,4,4
400316,0.6775477900279164,0.46187169479030704,Peterson,Democrat,centrist Democrat,10,85,99,117
412310,0.946320941304989,0.9137286958624997,Roe,Republican,conservative Republican leader,11,106,77,85
412410,0.7383315939639756,0.2554273764342416,Webster,Republican,rank-and-file Republican,3,48,34,36
400291,0.3514405963760388,0.792908127675997,Neal,Democrat,centrist Democratic leader,6,62,181,211
412653,0.8052940416442145,0.6016076169927191,Ratcliffe,Republican,rank-and-file Republican,5,63,32,38
400108,0.5632509448295208,0.4225436943197169,Diaz-Balart,Republican,rank-and-file Republican,3,65,34,35
400365,0.7505393936015692,0.850080475828003,Sensenbrenner,Republican,moderate Republican leader,10,67,203,233
412608,0.6988463955917075,0.6918564745061997,Palmer,Republican,moderate Republican leader,4,43,85,95
400651,0.9092115150746751,0.42884342448758955,Gohmert,Republican,conservative Republican,7,74,23,23
400404,0.5945573465972898,0.42096865479385104,Thornberry,Republican,rank-and-file Republican,3,20,6,6
400114,0.3316700310339255,0.634240560009026,Doyle,Democrat,rank-and-file Democrat,4,127,205,243
400111,0.2795795356348333,0.7635211540747612,Doggett,Democrat,moderate Democratic leader,12,81,149,353
412634,0.7324290031776005,0.1853990057146532,Moolenaar,Republican,moderate Republican follower,4,55,22,24
412485,0.6968020312799192,0.7870366716907494,Griffith,Republican,moderate Republican leader,18,43,22,24
412584,0.33504555431371064,0.4936982479038642,Heck,Democrat,rank-and-file Democrat,5,147,41,70
412615,0.2768478854904592,0.34636981026700936,Aguilar,Democrat,rank-and-file Democrat,2,136,2,2
412261,0.6193167205764201,0.617144980258105,Scalise,Republican,rank-and-file Republican,3,30,45,53
412282,0.30774038303225987,0.4415764518671637,Himes,Democrat,rank-and-file Democrat,7,170,43,47
412476,0.7145262833884756,0.3437995335819174,Fleischmann,Republican,rank-and-file Republican,4,55,7,7
400068,0.6815269527011285,0.470655625907205,Carter [TX31],Republican,rank-and-file Republican,2,30,1,1
412295,0.7922373091440288,0.6522365582675564,McClintock,Republican,rank-and-file Republican,3,50,53,57
400349,0.38795213782447235,0.1582702961589632,Ruppersberger,Democrat,centrist Democrat,6,141,18,18
412438,0.4552596778498343,0.2994278879000041,Amash,Republican,centrist Republican,5,18,11,12
412675,0.6205123741384113,0.5178044387416472,Davidson,Republican,rank-and-file Republican,7,42,45,70
412677,0.19920765591147419,0.17176883544186314,Evans,Democrat,progressive Democrat,7,113,45,55
412687,0.15383426776988846,0.33679426141453406,Barragán,Democrat,progressive Democrat,6,132,6,6
412689,0.24625573473993628,0.19814329544153786,Blunt Rochester,Democrat,rank-and-file Democrat,4,131,29,29
412707,0.2424090190278265,0.6390752365984407,Brown,Democrat,rank-and-file Democrat,16,156,169,372
412686,0.23098634294063988,0.5762374538819738,Carbajal,Democrat,rank-and-file Democrat,11,235,149,203
412696,0.2517372542670151,0.43263245520674487,Demings,Democrat,rank-and-file Democrat,5,134,19,23
412730,0.10849521020710819,0.5913406587523121,Jayapal,Democrat,progressive Democrat,8,210,134,239
412684,0.15773371930507507,0.5918988564953432,Khanna,Democrat,progressive Democrat,5,324,113,177
412728,0.21697609666992548,0.5306761918912314,McEachin,Democrat,rank-and-file Democrat,3,119,106,112
412685,0.28624949675352607,0.6099307812300083,Panetta,Democrat,rank-and-file Democrat,8,186,231,330
412717,0.3594701554928448,0.2569574399281732,Suozzi,Democrat,centrist Democrat,2,226,27,30
412708,0.15248366375623884,0.42027141769318194,Raskin,Democrat,progressive Democrat,10,379,21,23
412688,0.341280567937929,0.5949737524077132,Correa,Democrat,centrist Democrat,10,99,176,297
412701,0.27069162126872753,0.5335453751596064,Krishnamoorthi,Democrat,rank-and-file Democrat,10,188,103,134
412693,0.26551576589919945,0.43220532204579465,Lawson,Democrat,rank-and-file Democrat,5,141,60,70
412682,0.4162740228603927,0.5089299567846489,O’Halleran,Democrat,centrist Democrat,19,123,137,195
412718,0.1332644400366405,0.5127461995438113,Espaillat,Democrat,progressive Democrat,20,288,60,136
412739,0.2065922703867571,0.3296031888786906,Gomez,Democrat,rank-and-file Democrat,2,130,24,24
412697,0.28331989458245677,0.5136946030621214,Crist,Democrat,rank-and-file Democrat,9,153,130,155
412710,0.6783917512889978,0.2827159602055907,Mitchell,Republican,rank-and-file Republican,8,89,54,59
412713,0.6819668082245809,0.41583283951269134,Bacon,Republican,rank-and-file Republican,3,104,34,40
412709,0.5946997467537731,0.2211746790500239,Bergman,Republican,rank-and-file Republican,3,52,3,3
412731,0.6510359689281443,0.5926698416177093,Gallagher,Republican,rank-and-file Republican,16,101,89,114
412725,0.4589402119475973,0.1545867407021983,Gonzalez [TX15],Democrat,centrist Democrat,4,170,24,27
412723,0.49568639796462344,0.31310263337144995,González-Colón,Republican,centrist Republican,24,105,48,91
412714,0.46240331150003755,0.3710498898932075,Gottheimer,Democrat,centrist Democrat,6,84,17,20
412721,0.586462331448543,0.6693422120089472,Fitzpatrick,Republican,rank-and-file Republican,17,371,107,131
412534,0.35915602940928215,0.7768852293606744,Schneider,Democrat,centrist Democratic leader,15,116,289,360
412695,0.18587141993315434,0.41297158925484034,Soto,Democrat,progressive Democrat,16,278,66,83
412702,0.7599658557875426,0.4808726402005595,Banks,Republican,rank-and-file Republican,16,88,79,109
412745,0.6546291118388581,0.43970956697752767,Lesko,Republican,rank-and-file Republican,8,111,89,111
412698,0.5723603466042682,0.41460022630371346,Mast,Republican,rank-and-file Republican,7,114,42,48
412694,0.3746123086877994,0.6151290182595589,Murphy,Democrat,centrist Democrat,5,106,25,29
412690,0.7694524270943722,0.38197193051289235,Gaetz,Republican,rank-and-file Republican,4,159,11,11
412700,0.6536736081587853,0.28298494280509745,Ferguson,Republican,rank-and-file Republican,0,40,0,0
412706,0.6756178670782723,0.4737805326598565,Johnson [LA4],Republican,rank-and-file Republican,6,52,74,118
412738,0.8619524482133994,0.3648646779922572,Norman,Republican,conservative Republican,6,156,39,44
412692,0.640192832787628,0.3741155628081703,Rutherford,Republican,rank-and-file Republican,3,94,25,28
412691,0.6800855175941273,0.3238530363933718,Dunn,Republican,rank-and-file Republican,3,51,6,6
412712,0.7501265109926687,0.3895705944892963,Budd,Republican,rank-and-file Republican,6,118,29,35
412732,0.5663103856682834,0.1666949136117883,Cheney,Republican,moderate Republican follower,14,42,11,16
412704,0.7412553314387066,0.28393150737298434,Marshall,Republican,rank-and-file Republican,6,104,21,22
412726,0.678584300977469,0.20293397547041958,Arrington,Republican,rank-and-file Republican,3,46,24,25
412735,0.6274528056859644,0.044348160681376814,Estes,Republican,moderate Republican follower,1,49,1,1
412736,0.6611963640093813,0.08458372699103925,Gianforte,Republican,moderate Republican follower,9,86,1,1
412703,0.5338475371593888,0.328208561190536,Hollingsworth,Republican,centrist Republican,4,30,69,72
412722,0.6339634154605561,0.37800638888194965,Smucker,Republican,rank-and-file Republican,11,52,49,60
412683,0.7497006157531556,0.5929691288405363,Biggs,Republican,rank-and-file Republican,31,98,78,174
412746,0.5513819626648613,0.13545502264003056,Cloud,Republican,centrist Republican follower ,1,54,26,26
412724,0.5860475247614422,0.26712363873496187,Kustoff,Republican,rank-and-file Republican,7,44,26,28
412705,0.623370355203948,0.37862733133064447,Higgins [LA3],Republican,rank-and-file Republican,9,41,15,17
412699,0.6442159431391175,0.4280955688463091,Rooney,Republican,rank-and-file Republican,13,68,68,92
412748,0.4849277048791912,0.0016133955176843525,Hern,Republican,centrist Republican follower ,0,73,0,0
412740,0.5663076701966635,0.1785411238336163,Curtis,Republican,moderate Republican follower,6,58,16,21
412744,0.33598883710037786,0.19212653482413783,Lamb,Democrat,rank-and-file Democrat,6,92,35,43
412747,0.44830046930441253,0.09372104764111774,Balderson,Republican,centrist Republican follower ,2,55,22,24
412751,0.27494956959256617,0.2647231058595957,Wild,Democrat,rank-and-file Democrat,7,209,82,104
